,sub_region_1,Date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
34,Andaman and Nicobar Islands,2020-03-20,-51.0,-43.0,-51.0,-31.0,-26.0,13.0
35,Andaman and Nicobar Islands,2020-03-21,-57.5,-45.0,-51.0,-40.5,-33.0,16.0
36,Andaman and Nicobar Islands,2020-03-22,-80.5,-85.0,-60.333333333333336,-61.0,-41.0,
37,Andaman and Nicobar Islands,2020-03-23,-61.5,-43.0,-60.0,-45.0,-49.333333333333336,21.5
38,Andaman and Nicobar Islands,2020-03-24,-67.5,-48.0,-62.0,-46.0,-55.666666666666664,23.5
39,Andaman and Nicobar Islands,2020-03-25,-81.5,-76.0,-71.0,-64.0,-61.333333333333336,33.0
40,Andaman and Nicobar Islands,2020-03-26,-81.0,-80.0,-69.0,-63.5,-62.0,34.0
41,Andaman and Nicobar Islands,2020-03-27,-79.5,-79.0,-73.5,-66.0,-60.333333333333336,36.0
42,Andaman and Nicobar Islands,2020-03-28,-75.5,-74.0,-70.5,-66.5,-58.5,32.0
43,Andaman and Nicobar Islands,2020-03-29,-69.0,-63.0,-60.0,-59.5,-29.5,22.0
44,Andaman and Nicobar Islands,2020-03-30,-70.5,-60.0,-65.5,-62.0,-52.0,30.0
45,Andaman and Nicobar Islands,2020-03-31,-74.0,-64.0,-67.0,-60.0,-53.0,30.5
46,Andaman and Nicobar Islands,2020-04-01,-76.5,-65.0,-69.5,-63.0,-54.333333333333336,32.0
47,Andaman and Nicobar Islands,2020-04-02,-75.0,-67.0,-69.5,-64.5,-53.0,33.0
48,Andaman and Nicobar Islands,2020-04-03,-77.0,-70.0,-68.0,-64.5,-54.0,33.0
49,Andaman and Nicobar Islands,2020-04-04,-77.0,-72.0,-70.0,-66.0,-51.0,31.0
50,Andaman and Nicobar Islands,2020-04-05,-77.5,-79.0,-69.0,-65.0,-26.0,25.0
51,Andaman and Nicobar Islands,2020-04-06,-76.5,,-70.5,-67.5,-54.666666666666664,32.5
52,Andaman and Nicobar Islands,2020-04-07,-82.5,,-76.5,-77.5,-54.666666666666664,31.5
53,Andaman and Nicobar Islands,2020-04-08,-84.0,,-77.0,-78.0,-53.0,30.0
54,Andaman and Nicobar Islands,2020-04-09,-83.0,,-76.0,-77.5,-53.0,30.0
55,Andaman and Nicobar Islands,2020-04-10,-84.5,,-76.0,-78.0,-60.0,35.0
56,Andaman and Nicobar Islands,2020-04-11,-85.0,,-76.0,-79.0,-50.5,31.0
57,Andaman and Nicobar Islands,2020-04-12,-84.5,,-74.0,-78.5,-27.0,24.0
58,Andaman and Nicobar Islands,2020-04-13,-81.5,,-75.5,-77.0,-46.666666666666664,29.5
59,Andaman and Nicobar Islands,2020-04-14,-84.5,,-77.0,-77.5,-57.666666666666664,35.0
60,Andaman and Nicobar Islands,2020-04-15,-83.5,,-74.5,-75.5,-47.666666666666664,28.0
61,Andaman and Nicobar Islands,2020-04-16,-88.0,,-75.0,-80.0,-48.666666666666664,29.5
62,Andaman and Nicobar Islands,2020-04-17,-87.0,,-75.5,-80.5,-46.0,31.0
63,Andaman and Nicobar Islands,2020-04-18,-88.5,,-76.5,-82.5,-47.5,30.0
64,Andaman and Nicobar Islands,2020-04-19,-88.0,,-75.5,-83.0,-27.5,25.0
65,Andaman and Nicobar Islands,2020-04-20,-87.0,,-76.5,-81.0,-47.0,30.5
66,Andaman and Nicobar Islands,2020-04-21,-88.5,,-76.0,-82.5,-54.0,31.0
67,Andaman and Nicobar Islands,2020-04-22,-89.0,,-76.5,-81.0,-44.333333333333336,30.5
68,Andaman and Nicobar Islands,2020-04-23,-89.0,,-76.0,-82.5,-46.666666666666664,31.0
69,Andaman and Nicobar Islands,2020-04-24,-89.0,,-78.0,-82.5,-44.333333333333336,31.0
70,Andaman and Nicobar Islands,2020-04-25,-93.0,,-78.5,-86.5,-57.0,35.0
71,Andaman and Nicobar Islands,2020-04-26,-92.0,,-77.0,-85.5,-31.5,28.0
72,Andaman and Nicobar Islands,2020-04-27,-87.5,,-79.0,-82.0,-45.666666666666664,31.0
73,Andaman and Nicobar Islands,2020-04-28,-89.0,,-76.0,-82.0,-44.0,30.5
74,Andaman and Nicobar Islands,2020-04-29,-92.0,,-77.0,-82.5,-49.0,34.0
75,Andaman and Nicobar Islands,2020-04-30,-87.0,,-75.5,-81.0,-45.333333333333336,31.0
76,Andaman and Nicobar Islands,2020-05-01,-88.5,,-78.0,-82.0,-48.0,31.5
77,Andaman and Nicobar Islands,2020-05-02,-92.5,,-77.5,-83.5,-51.5,33.0
78,Andaman and Nicobar Islands,2020-05-03,-91.5,,-78.0,-84.5,-27.5,28.0
79,Andaman and Nicobar Islands,2020-05-04,-86.0,,-76.5,-81.0,-36.333333333333336,29.0
80,Andaman and Nicobar Islands,2020-05-05,-86.0,,-75.5,-79.5,-46.0,28.0
81,Andaman and Nicobar Islands,2020-05-06,-90.5,,-73.5,-82.0,-49.5,32.0
82,Andaman and Nicobar Islands,2020-05-07,-85.0,,-74.5,-78.0,-47.0,30.0
83,Andaman and Nicobar Islands,2020-05-08,-83.5,,-74.0,-75.0,-37.0,26.0
84,Andaman and Nicobar Islands,2020-05-09,-88.0,,-76.5,-79.5,-41.0,28.0
85,Andaman and Nicobar Islands,2020-05-10,-91.0,,-77.5,-83.5,-27.0,26.0
86,Andaman and Nicobar Islands,2020-05-11,-82.5,,-77.0,-77.5,-34.333333333333336,26.5
87,Andaman and Nicobar Islands,2020-05-12,-84.5,,-78.0,-77.5,-38.666666666666664,25.5
88,Andaman and Nicobar Islands,2020-05-13,-87.0,,-77.0,-75.0,-33.333333333333336,24.5
89,Andaman and Nicobar Islands,2020-05-14,-87.0,,-74.0,-73.0,-39.5,24.0
90,Andaman and Nicobar Islands,2020-05-15,-84.0,,-74.5,-72.0,-34.0,25.5
91,Andaman and Nicobar Islands,2020-05-16,-84.0,,-75.5,-71.5,-31.0,25.0
92,Andaman and Nicobar Islands,2020-05-17,-91.0,,-76.5,-81.5,-24.0,25.0
93,Andaman and Nicobar Islands,2020-05-18,-79.5,,-75.0,-65.5,-27.5,23.5
94,Andaman and Nicobar Islands,2020-05-19,-80.5,,-74.5,-63.5,-29.0,21.0
95,Andaman and Nicobar Islands,2020-05-20,-81.0,,-80.0,-51.0,-37.0,13.0
96,Andaman and Nicobar Islands,2020-05-21,-82.0,,-78.0,-56.0,-45.333333333333336,6.5
97,Andaman and Nicobar Islands,2020-05-22,-81.0,,-79.0,-51.5,-33.0,15.0
98,Andaman and Nicobar Islands,2020-05-23,-77.0,,-74.0,-39.5,-27.0,11.0
99,Andaman and Nicobar Islands,2020-05-24,-85.5,,-74.5,-57.5,-20.0,12.0
100,Andaman and Nicobar Islands,2020-05-25,-78.5,,-73.0,-47.0,-51.333333333333336,18.5
101,Andaman and Nicobar Islands,2020-05-26,-77.5,,-72.0,-34.5,-24.5,10.5
102,Andaman and Nicobar Islands,2020-05-27,-77.5,,-71.5,-36.5,-31.333333333333332,8.0
103,Andaman and Nicobar Islands,2020-05-28,-76.0,,-67.66666666666667,-33.0,-27.666666666666668,13.0
104,Andaman and Nicobar Islands,2020-05-29,-76.5,,-71.5,-41.0,-21.0,17.5
105,Andaman and Nicobar Islands,2020-05-30,-74.5,,-74.5,-35.5,-18.0,18.0
106,Andaman and Nicobar Islands,2020-05-31,-79.5,,-69.5,-49.5,-6.5,16.0
107,Andaman and Nicobar Islands,2020-06-01,-68.5,,-68.5,-27.0,-11.5,14.5
108,Andaman and Nicobar Islands,2020-06-02,-72.0,,-68.0,-28.5,-16.0,15.0
109,Andaman and Nicobar Islands,2020-06-03,-72.0,,-68.5,-25.0,-15.5,15.0
110,Andaman and Nicobar Islands,2020-06-04,-69.5,,-67.0,-23.5,-14.0,13.0
111,Andaman and Nicobar Islands,2020-06-05,-71.0,,-72.0,-24.5,-22.333333333333332,13.0
112,Andaman and Nicobar Islands,2020-06-06,-72.5,,-72.0,-30.0,-15.0,14.5
113,Andaman and Nicobar Islands,2020-06-07,-77.5,,-70.0,-39.0,-9.5,15.0
114,Andaman and Nicobar Islands,2020-06-08,-64.5,,-69.0,-18.5,-8.666666666666666,12.0
115,Andaman and Nicobar Islands,2020-06-09,-74.0,,-72.0,-28.0,-9.333333333333334,13.0
116,Andaman and Nicobar Islands,2020-06-10,-65.5,,-67.0,-14.0,-6.666666666666667,10.5
117,Andaman and Nicobar Islands,2020-06-11,-64.0,,-67.0,-19.0,-7.333333333333333,13.0
118,Andaman and Nicobar Islands,2020-06-12,-65.0,,-69.0,-18.0,-5.666666666666667,13.0
119,Andaman and Nicobar Islands,2020-06-13,-62.5,,-68.5,-21.0,-8.0,13.0
120,Andaman and Nicobar Islands,2020-06-14,-70.5,,-64.0,-28.0,-2.5,12.0
121,Andaman and Nicobar Islands,2020-06-15,-61.0,,-68.5,-18.0,-12.666666666666666,13.5
122,Andaman and Nicobar Islands,2020-06-16,-67.5,,-69.0,-20.0,-10.333333333333334,13.5
123,Andaman and Nicobar Islands,2020-06-17,-65.0,,-69.5,-17.5,-10.666666666666666,13.0
124,Andaman and Nicobar Islands,2020-06-18,-64.0,,-68.0,-22.0,-11.666666666666666,11.5
125,Andaman and Nicobar Islands,2020-06-19,-62.0,,-69.0,-23.5,-8.333333333333334,13.0
126,Andaman and Nicobar Islands,2020-06-20,-57.0,,-68.5,-21.5,-4.0,12.0
127,Andaman and Nicobar Islands,2020-06-21,-69.0,,-68.5,-37.0,-8.0,15.0
128,Andaman and Nicobar Islands,2020-06-22,-56.0,,-66.0,-19.5,-4.666666666666667,11.5
129,Andaman and Nicobar Islands,2020-06-23,-55.0,,-66.0,-17.0,-6.666666666666667,13.0
130,Andaman and Nicobar Islands,2020-06-24,-58.0,,-65.0,-13.5,-4.666666666666667,11.5
131,Andaman and Nicobar Islands,2020-06-25,-58.5,,-64.5,-17.5,-6.0,11.5
132,Andaman and Nicobar Islands,2020-06-26,-56.5,,-65.0,-19.0,-7.333333333333333,12.0
133,Andaman and Nicobar Islands,2020-06-27,-56.5,,-66.5,-21.5,-6.333333333333333,13.5
134,Andaman and Nicobar Islands,2020-06-28,-71.5,,-65.5,-34.0,-10.0,11.0
135,Andaman and Nicobar Islands,2020-06-29,-63.5,,-68.5,-28.0,-7.333333333333333,13.5
136,Andaman and Nicobar Islands,2020-06-30,-47.5,,-66.5,-20.0,-7.0,11.5
137,Andaman and Nicobar Islands,2020-07-01,-51.5,,-61.5,-17.5,-12.333333333333334,10.0
138,Andaman and Nicobar Islands,2020-07-02,-50.5,,-64.5,-19.5,-13.333333333333334,13.5
139,Andaman and Nicobar Islands,2020-07-03,-54.5,,-69.5,-23.5,-6.666666666666667,16.0
140,Andaman and Nicobar Islands,2020-07-04,-47.0,,-64.0,-20.0,2.6666666666666665,14.0
141,Andaman and Nicobar Islands,2020-07-05,-61.0,,-52.0,-32.0,-4.0,14.0
142,Andaman and Nicobar Islands,2020-07-06,-47.0,,-63.0,-19.0,-6.0,11.5
143,Andaman and Nicobar Islands,2020-07-07,-51.5,,-63.0,-21.5,-4.0,13.5
144,Andaman and Nicobar Islands,2020-07-08,-56.5,,-66.5,-21.5,-4.333333333333333,13.5
145,Andaman and Nicobar Islands,2020-07-09,-50.0,,-62.0,-19.5,-6.666666666666667,11.5
146,Andaman and Nicobar Islands,2020-07-10,-48.0,,-63.0,-19.0,-2.3333333333333335,12.0
147,Andaman and Nicobar Islands,2020-07-11,-53.0,,-64.0,-25.5,-5.0,11.5
148,Andaman and Nicobar Islands,2020-07-12,-64.0,,-63.5,-34.0,-6.0,11.0
149,Andaman and Nicobar Islands,2020-07-13,-48.5,,-67.5,-24.5,-11.666666666666666,14.0
150,Andaman and Nicobar Islands,2020-07-14,-52.5,,-64.0,-22.5,-12.0,13.0
151,Andaman and Nicobar Islands,2020-07-15,-46.0,,-60.5,-10.5,-3.6666666666666665,12.5
152,Andaman and Nicobar Islands,2020-07-16,-47.5,,-62.0,-16.5,-6.0,11.5
153,Andaman and Nicobar Islands,2020-07-17,-50.5,,-62.5,-24.0,-6.0,12.5
154,Andaman and Nicobar Islands,2020-07-18,-43.5,,-63.5,-21.0,-6.0,10.5
155,Andaman and Nicobar Islands,2020-07-19,-59.5,,-55.0,-29.5,-6.5,11.0
156,Andaman and Nicobar Islands,2020-07-20,-40.5,,-59.0,-15.0,1.6666666666666667,10.5
157,Andaman and Nicobar Islands,2020-07-21,-49.0,,-61.5,-17.5,-1.6666666666666667,12.5
158,Andaman and Nicobar Islands,2020-07-22,-50.5,,-63.5,-16.5,-5.666666666666667,13.0
159,Andaman and Nicobar Islands,2020-07-23,-49.5,,-61.0,-14.5,-10.666666666666666,11.5
160,Andaman and Nicobar Islands,2020-07-24,-45.0,,-63.0,-14.0,-9.333333333333334,13.0
161,Andaman and Nicobar Islands,2020-07-25,-46.0,,-60.5,-16.0,-3.0,14.0
162,Andaman and Nicobar Islands,2020-07-26,-61.5,,-56.0,-27.5,-8.0,14.0
163,Andaman and Nicobar Islands,2020-07-27,-46.0,,-65.0,-17.0,-10.0,15.5
164,Andaman and Nicobar Islands,2020-07-28,-47.5,,-66.5,-20.0,-15.333333333333334,15.0
165,Andaman and Nicobar Islands,2020-07-29,-50.5,,-67.5,-21.0,-17.333333333333332,17.0
166,Andaman and Nicobar Islands,2020-07-30,-53.0,,-67.0,-29.0,-19.333333333333332,19.0
167,Andaman and Nicobar Islands,2020-07-31,-48.0,,-68.0,-27.5,-21.333333333333332,20.5
168,Andaman and Nicobar Islands,2020-08-01,-92.0,,-79.0,-68.0,-59.333333333333336,39.0
169,Andaman and Nicobar Islands,2020-08-02,-92.0,,-79.0,-67.0,-49.0,
170,Andaman and Nicobar Islands,2020-08-03,-50.0,,-77.5,-39.5,-36.0,20.0
171,Andaman and Nicobar Islands,2020-08-04,-62.0,,-76.0,-46.0,-40.666666666666664,25.5
172,Andaman and Nicobar Islands,2020-08-05,-77.0,,-73.5,-54.5,-42.333333333333336,29.0
173,Andaman and Nicobar Islands,2020-08-06,-75.5,,-71.5,-53.0,-42.0,30.5
174,Andaman and Nicobar Islands,2020-08-07,-77.0,,-74.0,-55.5,-41.666666666666664,30.5
175,Andaman and Nicobar Islands,2020-08-08,-91.5,,-79.5,-67.0,-56.333333333333336,39.0
176,Andaman and Nicobar Islands,2020-08-09,-87.5,,-77.5,-64.5,-39.5,
177,Andaman and Nicobar Islands,2020-08-10,-63.5,,-68.5,-36.5,-27.0,27.0
178,Andaman and Nicobar Islands,2020-08-11,-66.5,,-69.0,-37.5,-29.333333333333332,30.0
179,Andaman and Nicobar Islands,2020-08-12,-73.5,,-68.5,-35.0,-38.666666666666664,32.0
180,Andaman and Nicobar Islands,2020-08-13,-72.5,,-67.5,-37.5,-39.0,32.5
181,Andaman and Nicobar Islands,2020-08-14,-65.5,,-66.0,-37.5,-30.333333333333332,31.5
182,Andaman and Nicobar Islands,2020-08-15,-87.5,,-72.0,-53.0,-43.0,40.0
183,Andaman and Nicobar Islands,2020-08-16,-85.5,,-72.0,-54.5,-28.5,32.0
184,Andaman and Nicobar Islands,2020-08-17,,,-72.0,-33.0,-38.5,30.0
185,Andaman and Nicobar Islands,2020-08-18,,,-71.0,-34.0,-41.5,31.0
186,Andaman and Nicobar Islands,2020-08-19,,,-70.0,-24.0,-36.0,28.0
187,Andaman and Nicobar Islands,2020-08-20,,,-66.0,-30.0,-38.5,29.5
188,Andaman and Nicobar Islands,2020-08-21,,,-69.0,-34.0,-35.5,27.5
189,Andaman and Nicobar Islands,2020-08-22,,,-76.0,-53.0,-53.5,41.0
190,Andaman and Nicobar Islands,2020-08-23,,,-74.0,-51.0,,32.0
191,Andaman and Nicobar Islands,2020-08-24,,,-66.0,-26.0,-28.0,27.0
192,Andaman and Nicobar Islands,2020-08-25,,,-68.0,-18.0,-26.5,27.5
193,Andaman and Nicobar Islands,2020-08-26,,,-68.0,-11.0,-21.5,23.5
194,Andaman and Nicobar Islands,2020-08-27,,,-64.0,-17.0,-23.0,25.0
195,Andaman and Nicobar Islands,2020-08-28,,,-64.0,-18.0,-15.5,21.0
196,Andaman and Nicobar Islands,2020-08-29,,,-74.0,-48.0,-51.0,39.0
197,Andaman and Nicobar Islands,2020-08-30,,,-72.0,-47.0,,32.0
198,Andaman and Nicobar Islands,2020-08-31,,,-66.0,-12.0,-39.0,28.0
199,Andaman and Nicobar Islands,2020-09-01,,,-59.0,5.0,-6.0,19.0
200,Andaman and Nicobar Islands,2020-09-02,,,-61.0,10.0,-2.5,17.5
201,Andaman and Nicobar Islands,2020-09-03,,,-61.0,3.0,-5.0,18.5
202,Andaman and Nicobar Islands,2020-09-04,,,-61.0,-12.0,-2.0,18.0
203,Andaman and Nicobar Islands,2020-09-05,,,-65.0,-1.0,-4.0,18.5
204,Andaman and Nicobar Islands,2020-09-06,,,-64.0,-18.0,,19.0
205,Andaman and Nicobar Islands,2020-09-07,,,-61.0,7.0,-0.5,17.5
206,Andaman and Nicobar Islands,2020-09-08,,,-61.0,11.0,2.0,17.0
207,Andaman and Nicobar Islands,2020-09-09,,,-60.0,21.0,1.5,16.0
208,Andaman and Nicobar Islands,2020-09-10,,,-60.0,21.0,3.0,16.0
209,Andaman and Nicobar Islands,2020-09-11,-35.5,,-65.5,12.0,4.333333333333333,14.0
210,Andaman and Nicobar Islands,2020-09-12,-37.0,,-66.5,30.0,-2.6666666666666665,14.5
211,Andaman and Nicobar Islands,2020-09-13,-52.0,,-57.0,14.0,3.0,13.0
212,Andaman and Nicobar Islands,2020-09-14,-38.5,,-65.5,29.0,5.0,14.5
213,Andaman and Nicobar Islands,2020-09-15,-35.0,,-64.5,32.5,5.333333333333333,13.0
214,Andaman and Nicobar Islands,2020-09-16,-31.5,,-62.0,40.5,1.6666666666666667,15.0
215,Andaman and Nicobar Islands,2020-09-17,-46.5,,-67.5,16.0,-0.3333333333333333,18.0
216,Andaman and Nicobar Islands,2020-09-18,-39.0,,-68.5,6.5,4.666666666666667,18.0
217,Andaman and Nicobar Islands,2020-09-19,-42.5,,-71.0,15.5,6.0,20.5
218,Andaman and Nicobar Islands,2020-09-20,-49.5,,-60.0,9.0,12.5,18.0
219,Andaman and Nicobar Islands,2020-09-21,-40.0,,-68.0,25.0,9.0,17.5
220,Andaman and Nicobar Islands,2020-09-22,-32.5,,-60.0,35.0,9.666666666666666,16.0
221,Andaman and Nicobar Islands,2020-09-23,-28.5,,-57.0,35.5,4.333333333333333,17.5
222,Andaman and Nicobar Islands,2020-09-24,-32.5,,-57.0,27.0,5.333333333333333,19.0
223,Andaman and Nicobar Islands,2020-09-25,-28.5,,-58.5,12.0,9.666666666666666,20.0
224,Andaman and Nicobar Islands,2020-09-26,-33.0,,-57.5,30.0,9.666666666666666,19.5
225,Andaman and Nicobar Islands,2020-09-27,-46.5,,-51.5,8.0,9.5,19.5
226,Andaman and Nicobar Islands,2020-09-28,-36.0,,-60.0,19.0,5.666666666666667,20.0
227,Andaman and Nicobar Islands,2020-09-29,-35.5,,-60.0,27.5,4.333333333333333,18.0
228,Andaman and Nicobar Islands,2020-09-30,-30.0,,-59.5,33.0,3.0,15.0
229,Andaman and Nicobar Islands,2020-10-01,-25.0,,-59.0,34.0,-2.0,8.5
230,Andaman and Nicobar Islands,2020-10-02,-31.0,,-61.5,6.5,-36.0,17.0
231,Andaman and Nicobar Islands,2020-10-03,-30.5,,-68.0,23.0,3.0,12.0
232,Andaman and Nicobar Islands,2020-10-04,-36.0,,-55.5,13.0,0.5,9.5
233,Andaman and Nicobar Islands,2020-10-05,-18.0,,-59.0,39.0,-2.3333333333333335,7.0
234,Andaman and Nicobar Islands,2020-10-06,-23.0,,-56.0,38.5,-0.6666666666666666,8.0
235,Andaman and Nicobar Islands,2020-10-07,-22.5,,-55.0,49.5,3.3333333333333335,9.5
236,Andaman and Nicobar Islands,2020-10-08,-26.0,,-57.0,40.0,6.333333333333333,12.0
237,Andaman and Nicobar Islands,2020-10-09,-19.5,,-56.0,25.0,7.333333333333333,13.5
238,Andaman and Nicobar Islands,2020-10-10,-29.0,,-65.0,24.0,10.0,19.0
239,Andaman and Nicobar Islands,2020-10-11,-42.5,,-60.0,8.5,9.5,17.0
240,Andaman and Nicobar Islands,2020-10-12,-21.5,,-61.0,32.0,7.0,14.5
241,Andaman and Nicobar Islands,2020-10-13,-14.0,,-54.5,38.0,7.333333333333333,14.5
242,Andaman and Nicobar Islands,2020-10-14,-16.5,,-57.0,37.5,8.333333333333334,14.5
243,Andaman and Nicobar Islands,2020-10-15,-20.0,,-56.5,32.5,7.666666666666667,17.0
244,Andaman and Nicobar Islands,2020-10-16,-20.5,,-61.0,20.5,10.0,18.0
245,Andaman and Nicobar Islands,2020-10-17,-18.0,,-59.5,37.5,12.333333333333334,17.0
246,Andaman and Nicobar Islands,2020-10-18,-36.0,,-57.0,16.5,11.5,18.0
247,Andaman and Nicobar Islands,2020-10-19,-18.0,,-60.0,37.5,5.333333333333333,16.5
248,Andaman and Nicobar Islands,2020-10-20,-21.0,,-58.5,38.5,5.666666666666667,16.0
249,Andaman and Nicobar Islands,2020-10-21,-12.5,,-57.5,42.5,3.6666666666666665,12.0
250,Andaman and Nicobar Islands,2020-10-22,-10.5,,-60.5,46.0,1.6666666666666667,10.0
251,Andaman and Nicobar Islands,2020-10-23,-6.0,,-59.0,28.5,0.6666666666666666,11.0
252,Andaman and Nicobar Islands,2020-10-24,-7.0,,-60.5,36.5,1.0,11.5
253,Andaman and Nicobar Islands,2020-10-25,-17.0,,-48.5,30.0,17.0,9.5
254,Andaman and Nicobar Islands,2020-10-26,-19.5,,-56.0,21.5,-37.0,17.5
255,Andaman and Nicobar Islands,2020-10-27,-11.0,,-54.0,43.5,3.6666666666666665,10.0
256,Andaman and Nicobar Islands,2020-10-28,-11.5,,-55.0,44.5,1.0,9.0
257,Andaman and Nicobar Islands,2020-10-29,-12.0,,-53.0,38.0,-2.3333333333333335,8.5
258,Andaman and Nicobar Islands,2020-10-30,-11.5,,-58.0,20.5,-7.0,12.0
259,Andaman and Nicobar Islands,2020-10-31,-18.0,,-53.5,30.0,-13.333333333333334,13.5
260,Andaman and Nicobar Islands,2020-11-01,-25.5,,-45.0,23.0,8.0,10.0
261,Andaman and Nicobar Islands,2020-11-02,-6.0,,-54.0,36.5,-2.0,9.5
262,Andaman and Nicobar Islands,2020-11-03,-9.0,,-52.0,43.0,-0.6666666666666666,9.0
263,Andaman and Nicobar Islands,2020-11-04,-5.5,,-53.0,46.5,-1.3333333333333333,7.5
264,Andaman and Nicobar Islands,2020-11-05,-10.0,,-50.5,43.0,-0.3333333333333333,7.5
265,Andaman and Nicobar Islands,2020-11-06,-11.0,,-54.5,20.0,2.0,8.0
266,Andaman and Nicobar Islands,2020-11-07,-6.5,,-54.0,38.0,4.666666666666667,10.0
267,Andaman and Nicobar Islands,2020-11-08,-20.5,,-43.0,26.0,12.0,9.5
268,Andaman and Nicobar Islands,2020-11-09,-14.0,,-61.0,29.5,-3.6666666666666665,11.5
269,Andaman and Nicobar Islands,2020-11-10,-7.0,,-57.5,36.0,-1.0,9.0
270,Andaman and Nicobar Islands,2020-11-11,5.5,,-53.5,43.5,-0.6666666666666666,6.5
271,Andaman and Nicobar Islands,2020-11-12,14.0,,-53.0,48.0,-2.6666666666666665,5.0
272,Andaman and Nicobar Islands,2020-11-13,17.0,,-55.5,32.5,-6.0,7.0
273,Andaman and Nicobar Islands,2020-11-14,-24.5,,-55.5,21.5,-32.0,16.0
274,Andaman and Nicobar Islands,2020-11-15,-25.0,,-40.0,18.0,1.5,10.5
275,Andaman and Nicobar Islands,2020-11-16,-3.5,,-48.5,36.5,-1.6666666666666667,8.0
276,Andaman and Nicobar Islands,2020-11-17,-7.0,,-48.0,41.5,-0.3333333333333333,6.5
277,Andaman and Nicobar Islands,2020-11-18,-11.0,,-48.5,44.5,2.0,6.5
278,Andaman and Nicobar Islands,2020-11-19,-11.0,,-44.0,42.0,3.3333333333333335,7.0
279,Andaman and Nicobar Islands,2020-11-20,-10.0,,-48.0,22.0,1.3333333333333333,9.0
280,Andaman and Nicobar Islands,2020-11-21,-6.0,,-51.5,37.0,9.666666666666666,8.0
281,Andaman and Nicobar Islands,2020-11-22,-29.5,,-49.0,14.5,4.5,10.0
282,Andaman and Nicobar Islands,2020-11-23,-9.0,,-51.5,34.5,3.3333333333333335,7.5
283,Andaman and Nicobar Islands,2020-11-24,-12.5,,-49.0,43.0,-1.0,9.0
284,Andaman and Nicobar Islands,2020-11-25,-7.5,,-48.0,44.5,1.0,7.0
285,Andaman and Nicobar Islands,2020-11-26,-10.0,,-48.0,41.5,0.3333333333333333,7.0
286,Andaman and Nicobar Islands,2020-11-27,-11.0,,-47.0,20.5,2.6666666666666665,8.0
287,Andaman and Nicobar Islands,2020-11-28,-20.0,,-55.5,22.0,8.0,14.0
288,Andaman and Nicobar Islands,2020-11-29,-15.5,,-33.5,24.0,11.0,8.5
289,Andaman and Nicobar Islands,2020-11-30,-9.5,,-42.0,36.0,-30.666666666666668,14.0
290,Andaman and Nicobar Islands,2020-12-01,-4.5,,-44.5,43.0,7.666666666666667,7.0
291,Andaman and Nicobar Islands,2020-12-02,-5.0,,-35.5,48.0,13.0,5.5
292,Andaman and Nicobar Islands,2020-12-03,-13.0,,-40.0,35.5,15.333333333333334,8.0
293,Andaman and Nicobar Islands,2020-12-04,-6.0,,-38.5,22.5,12.333333333333334,9.0
294,Andaman and Nicobar Islands,2020-12-05,-5.5,,-39.0,39.0,25.666666666666668,8.5
295,Andaman and Nicobar Islands,2020-12-06,-11.5,,-21.0,32.0,19.5,6.5
296,Andaman and Nicobar Islands,2020-12-07,-2.5,,-33.0,50.5,11.0,6.0
297,Andaman and Nicobar Islands,2020-12-08,-5.5,,-32.5,52.5,16.333333333333332,6.5
298,Andaman and Nicobar Islands,2020-12-09,-2.0,,-32.5,51.5,14.666666666666666,6.0
299,Andaman and Nicobar Islands,2020-12-10,-5.0,,-31.0,57.0,15.666666666666666,10.0
300,Andaman and Nicobar Islands,2020-12-11,-3.0,,-33.0,38.5,18.0,11.5
301,Andaman and Nicobar Islands,2020-12-12,-5.5,,-32.0,55.0,21.0,13.5
302,Andaman and Nicobar Islands,2020-12-13,-17.0,,-19.0,51.5,21.5,12.5
303,Andaman and Nicobar Islands,2020-12-14,-8.5,,-35.0,55.5,15.333333333333334,12.0
304,Andaman and Nicobar Islands,2020-12-15,-7.0,,-32.5,61.5,19.666666666666668,11.0
305,Andaman and Nicobar Islands,2020-12-16,-15.0,,-36.5,55.5,15.666666666666666,14.5
306,Andaman and Nicobar Islands,2020-12-17,-6.5,,-30.0,61.0,20.0,13.0
307,Andaman and Nicobar Islands,2020-12-18,-1.5,,-30.5,48.0,24.333333333333332,12.5
308,Andaman and Nicobar Islands,2020-12-19,1.0,,-27.0,64.0,26.0,12.5
309,Andaman and Nicobar Islands,2020-12-20,-8.5,,-11.5,56.0,22.5,11.5
310,Andaman and Nicobar Islands,2020-12-21,5.0,,-24.5,64.0,20.333333333333332,11.0
311,Andaman and Nicobar Islands,2020-12-22,-2.0,,-26.5,63.5,19.666666666666668,12.0
312,Andaman and Nicobar Islands,2020-12-23,2.5,,-25.5,72.5,17.0,10.5
313,Andaman and Nicobar Islands,2020-12-24,8.5,,-20.5,70.0,7.333333333333333,10.5
314,Andaman and Nicobar Islands,2020-12-25,-6.0,,-18.0,30.5,-33.333333333333336,19.0
315,Andaman and Nicobar Islands,2020-12-26,-15.5,,-37.0,57.5,22.0,17.0
316,Andaman and Nicobar Islands,2020-12-27,-5.5,,-11.0,56.5,22.0,12.5
